leverans_id,prenumeration_id,kund_id,pren_startdatum,paus_från,paus_till,pren_avslutsdatum,kasstyp,kostpreferens,antal_portioner,leveransvecka,leveransdatum,postnummer,veckapris,leveransstatus,recept_1,recept_2,recept_3,omdöme_text,omdömesdatum,omdömesbetyg
LEV-2024-001598,PREN-1010,KUND-05009,2024-10-10,,,,Vegetarisk,Glutenfri,2,2024-W45,2024-11-06,10275,529,Levererad,Falafel med hummus,Grönsaksgratäng,Thai-curry med tofu,,,
LEV-2024-001599,PREN-1014,KUND-05013,2024-10-14,,,,Klassisk,Fläskfri,6,2024-W45,2024-11-05,60951,899,Missad,Pasta Carbonara,Panerad fisk med remouladsås,Laxfile med potatismos,Leveransen kom aldrig fram. Helt oacceptabelt!,2024-11-08,1
LEV-2024-001600,PREN-1016,KUND-05015,2024-10-13,,,,Vegetarisk,Standard,4,2024-W45,2024-11-05,702 43,679,Levererad,Svamprisotto,Vegetarisk lasagne,Thai-curry med tofu,,,
LEV-2024-001601,PREN-1021,KUND-05020,2024-07-16,,,,Vegetarisk,Laktosfri,4,2024-W45,2024-11-04,80117,709,Levererad,Pasta med pesto och mozarella,Vegansk burrito bowl,Halloumisallad,Överraskad över hur gott det blev! Ny favoriträtt.,2024-11-09,4
LEV-2024-001602,PREN-1023,KUND-05022,2024-04-21,,,,Klassisk,Glutenfri,4,2024-W45,2024-11-05,10811,749:-,Levererad,Laxfile med potatismos,Biff med bearnaise,Kyckling Tikka Masala,Bra variation och tydliga instruktioner.,2024-11-08,4
LEV-2024-001603,PREN-1027,KUND-05026,2024-09-01,2024-10-13,2024-10-26,,Klassisk,Glutenfri,4,v.45,2024-11-05,70941,749,Levererad,Fläskfilé med gräddsås,Köttfärssås med pasta,Kycklinggryta med ris,Snabb leverans och allt var fräscht.,2024-11-07,5
LEV-2024-001604,PREN-1029,KUND-05028,2024-06-17,,,,Vegetarisk,NF,6,2024-W45,2024-11-05,10982,899,Delivered,Halloumisallad,Thai-curry med tofu,Pasta med pesto och mozarella,,,
LEV-2024-001605,PREN-1033,KUND-05032,2024-04-25,,,,Vegetarisk,glutenfri,2,2024-W45,2024-11-04,11291,529,Missad,Halloumisallad,Pasta med pesto och mozarella,Falafel med hummus,Inget paket denna vecka trots att jag betalat.,2024-11-05,1
LEV-2024-001606,PREN-1034,KUND-05033,2024-08-23,,,,Klassisk,Standard,6,v.45,2024-11-04,60814,899,Delivered,Kyckling Tikka Masala,Kycklinggryta med ris,Fläskfilé med gräddsås,Barnen älskade Kycklinggryta med ris. Kommer definitivt beställa igen!,2024-11-11,4
LEV-2024-001607,PREN-1036,KUND-05035,2024-08-23,,,,Snabb & Enkel,Standard,4,2024-W45,2024-11-06,10330,659,Levererad,Wrap med kyckling,Sallad med räkor,Ramen-nudlar,,,
LEV-2024-001608,PREN-1039,KUND-05038,2024-05-29,,,2024-11-20,Klassisk,Standard,2,2024-W45,2024-11-06,50454,499,Levererad,Kyckling Tikka Masala,Pasta Carbonara,Fläskfilé med gräddsås,Leveransen missades IGEN. Tredje gången denna månad.,2024-11-10,2
LEV-2024-001609,PREN-1041,KUND-05040,2024-10-20,,,2024-12-08,Klassisk,Standard,4,2024-W45,2024-11-06,11934,699,Levererad,Kycklinggryta med ris,Köttfärssås med pasta,Kyckling Tikka Masala,,,
LEV-2024-001610,PREN-1042,KUND-05041,2024-08-13,,,,Snabb & Enkel,Standard,4,2024-W45,2024-11-06,413 56,659,Ej levererad,Snabb tomatsoppa,Ramen-nudlar,Quesadillas,,,
LEV-2024-001611,PREN-1044,KUND-05043,2024-07-14,2024-10-13,2024-10-26,,Familj,Standard,4,2024-W45,2024-11-05,40696,719,Missad,Köttbullar med makaroner,Pannkakor med sylt,Chicken nuggets-sallad,"Var är min matkasse?! Ingen info, ingen leverans.",2024-11-06,1
LEV-2024-001612,PREN-1045,KUND-05044,2024-08-20,,,,Familj,Standard,4,vecka 45,2024-11-05,41993,719 kr,Levererad,Barnens favorit-pasta,Tacos,Pizza med färskost,,,
LEV-2024-001613,PREN-1050,KUND-05049,2024-08-12,,,,Vegetarisk,Standard,6,2024-W45,2024-11-06,10269,879,Levererad,Grönsaksgratäng,Pasta med pesto och mozarella,Thai-curry med tofu,,,
LEV-2024-001614,PREN-1051,KUND-05050,2024-09-01,,,,Klassisk,Laktosfri,4,vecka 45,2024-11-05,50864,729,OK,Kyckling Tikka Masala,Biff med bearnaise,Kycklinggryta med ris,Lagom. Varken bättre eller sämre än förväntat.,2024-11-10,3
LEV-2024-001615,PREN-1054,KUND-05053,2024-05-11,,,,Familj,Standard,4,2024-W45,2024-11-05,21617,719,Levererad,Barnens favorit-pasta,Tacos,Chicken nuggets-sallad,Gott men för lite grönsaker i familjevarianten.,2024-11-12,3
LEV-2024-001616,PREN-1055,KUND-05054,2024-04-07,,,,Snabb & Enkel,Laktosfri,2,W45-2024,2024-11-06,10548,489,Levererad,15-minuters wok,Snabb pasta pesto,Snabb tomatsoppa,"Bra vissa veckor, sämre andra. Ojämnt.",2024-11-13,3
LEV-2024-001617,PREN-1056,KUND-05055,2024-10-10,,,,Familj,Laktosfri,6,2024-W45,2024-11-05,20465,949,Levererad,Barnens favorit-pasta,Chicken nuggets-sallad,Pannkakor med sylt,,,
LEV-2024-001618,PREN-1057,KUND-05056,2024-09-20,,,,Familj,Standard,4,2024-W45,2024-11-05,20289,719,Missad,Barnens favorit-pasta,Fiskpinnar med potatismos,Pizza med färskost,,,
LEV-2024-001619,PREN-1059,KUND-05058,2024-07-27,,,,Standard,Laktosfri,2,45,2024-11-06,41642,529,Levererad,Laxfile med potatismos,Fläskfilé med gräddsås,Kyckling Tikka Masala,,,
LEV-2024-001620,PREN-1061,KUND-05060,2024-07-30,,,,Familj,Laktosfri,4,2024-W45,2024-11-04,21130,749,Levererad,Pannkakor med sylt,Köttbullar med makaroner,Pizza med färskost,"Helt okej, men inget speciellt denna vecka.",2024-11-06,3
LEV-2024-001621,PREN-1062,KUND-05061,2024-06-20,,,,Vegetarisk,Nötfri,2,2024-W45,2024-11-05,70319,499,Levererad,Vegetarisk lasagne,Falafel med hummus,Halloumisallad,,,
LEV-2024-001622,PREN-1063,KUND-05062,2024-09-24,,,,Vegetarisk,,6,2024-W45,2024-11-06,41578,879,Levererad,Vegansk burrito bowl,Vegetarisk lasagne,Svamprisotto,,,
LEV-2024-001623,PREN-1064,KUND-05063,2024-08-09,,,,Vegetarisk,Standard,4,2024-W45,2024-11-05,20656,679,Missad,Grönsaksgratäng,Halloumisallad,Vegetarisk lasagne,Inget paket denna vecka trots att jag betalat.,2024-11-07,1
LEV-2024-001624,PREN-1065,KUND-05064,2024-09-30,,,,Klassisk,Ingen preferens,4,2024-W45,2024-11-06,40978,699,Levererad,Fläskfilé med gräddsås,Kycklinggryta med ris,Panerad fisk med remouladsås,,,
LEV-2024-001625,PREN-1066,KUND-05065,2024-10-30,,,,Familj,Standard,6 st,2024-W45,2024-11-05,50145,919,Levererad,Barnens favorit-pasta,Tacos,Fiskpinnar med potatismos,,,
LEV-2024-001626,PREN-1067,KUND-05066,2024-07-29,,,,Vegetarisk,Standard,2,2024-W45,2024-11-04,20533,479,Levererad,Pasta med pesto och mozarella,Falafel med hummus,Thai-curry med tofu,Lagom. Varken bättre eller sämre än förväntat.,2024-11-06,3
LEV-2024-001627,PREN-1069,KUND-05068,2024-09-25,,,,Vegetarisk,Laktosfri,4,2024-W45,2024-11-05,10438,709,levererad,Svamprisotto,Halloumisallad,Vegansk burrito bowl,Perfekta portionsstorlekar och fräscha ingredienser.,2024-11-11,5
LEV-2024-001628,PREN-1070,KUND-05069,2024-09-18,,,,Vegetarisk,Standard,4,2024-W45,2024-11-05,11852,679,Levererad,Thai-curry med tofu,Vegansk burrito bowl,Grönsaksgratäng,,,
LEV-2024-001629,PREN-1073,KUND-05072,2024-09-30,,,,Vegetarisk,Standard,6,2024-W45,2024-11-06,212 91,879,Levererad,Thai-curry med tofu,Halloumisallad,Grönsaksgratäng,,,
LEV-2024-001630,PREN-1075,KUND-05074,2024-10-29,,,,Klassisk,,4,W45-2024,2024-11-04,40229,699:-,Missad,Kyckling Tikka Masala,Kycklinggryta med ris,Biff med bearnaise,"Var är min matkasse?! Ingen info, ingen leverans.",2024-11-06,1
LEV-2024-001631,PREN-1076,KUND-05075,2024-04-23,,,,30-min,Standard,"""4""",2024-W45,2024-11-04,21938,659,Levererad,15-minuters wok,Toast med avokado och ägg,Sallad med räkor,Barnen älskade Sallad med räkor. Kommer definitivt beställa igen!,2024-11-07,5
LEV-2024-001632,PREN-1079,KUND-05078,2024-10-20,,,2024-11-10,Familj,Standard,6,2024-W45,2024-11-05,10179,919,Levererad,Pannkakor med sylt,Tacos,Korv stroganoff,,,
LEV-2024-001633,PREN-1082,KUND-05081,2024-11-02,,,2024-12-28,Snabb & Enkel,Standard,0,2024-W45,2024-11-04,41483,459,Levererad,Ramen-nudlar,15-minuters wok,Quesadillas,Perfekta portionsstorlekar och fräscha ingredienser.,2024-11-08,4
LEV-2024-001634,PREN-1083,KUND-05082,2024-09-15,,,,Klassisk,Standard,6,2024-W45,2024-11-05,11721,899,Levererad,Pasta Carbonara,Köttfärssås med pasta,Biff med bearnaise,Älskar att slippa planera middagar. Tack!,2024-11-07,5
LEV-2024-001635,PREN-1084,KUND-05083,2024-06-23,,,,Familj,Glutenfri,4,2024-W45,2024-11-04,40494,769,LEVERERAD,Tacos,Pannkakor med sylt,Pizza med färskost,,,
LEV-2024-001636,PREN-1085,KUND-05084,2024-07-27,,,,Klassisk,,2,2024-W45,2024-11-04,41810,499,Levererad,Kycklinggryta med ris,Biff med bearnaise,Kyckling Tikka Masala,,,
LEV-2024-001637,PREN-1087,KUND-05086,2024-09-27,,,,Vegetarisk,Standard,4,2024-W45,2024-11-06,,679,Levererad,Vegansk burrito bowl,Halloumisallad,Grönsaksgratäng,,,
LEV-2024-001638,PREN-1088,KUND-05087,2024-04-25,,,,Klassisk,Glutenfri,2,2024-W45,2024-11-05,70273,549,Levererad,Pasta Carbonara,Fläskfilé med gräddsås,Panerad fisk med remouladsås,Barnen älskade Pasta Carbonara. Kommer definitivt beställa igen!,2024-11-12,5
LEV-2024-001639,PREN-1089,KUND-05088,2024-08-03,,,,30-min,Ingen preferens,4,2024-W45,2024-11-04,11975,659,Levererad,15-minuters wok,Quesadillas,Snabb tomatsoppa,,,
LEV-2024-001640,PREN-1090,KUND-05089,2024-10-16,,,,Familj,Standard,"""6""",2024-W45,2024-11-06,20046,919,Levererad,Tacos,Fiskpinnar med potatismos,Pizza med färskost,Barnen älskade Pizza med färskost. Kommer definitivt beställa igen!,2024-11-08,4
LEV-2024-001641,PREN-1091,KUND-05090,2024-08-28,,,,Snabb & Enkel,Standard,2,2024-W45,2024-11-06,21552,459,Levererad,Snabb tomatsoppa,Quesadillas,Ramen-nudlar,,,
LEV-2024-001642,PREN-1092,KUND-05091,2024-06-23,,,,Snabb & Enkel,Fläskfri,2,2024-W45,2024-11-06,11615,459,Levererad,Snabb tomatsoppa,Ramen-nudlar,Snabb pasta pesto,,,
LEV-2024-001643,PREN-1093,KUND-05092,2024-09-18,,,,FAMILJ,unknown,4,2024-W45,2024-11-06,70274,719,Levererad,Chicken nuggets-sallad,Tacos,Köttbullar med makaroner,,,
LEV-2024-001644,PREN-1094,KUND-05093,2024-04-27,,,,Snabb & Enkel,Standard,4,2024-W45,2024-11-05,20262,659,levererad,Quesadillas,Ramen-nudlar,Toast med avokado och ägg,Bra variation och tydliga instruktioner.,2024-11-12,5
LEV-2024-001645,PREN-1095,KUND-05094,2024-09-08,,,,Familj,Standard,6,2024-W45,2024-11-04,50858,919,Levererad,Korv stroganoff,Köttbullar med makaroner,Barnens favorit-pasta,,,
LEV-2024-001646,PREN-1097,KUND-05096,2024-04-27,,,,Familj,Laktosfri,4,2024-W45,2024-11-06,10413,749,Levererad,Tacos,Chicken nuggets-sallad,Köttbullar med makaroner,,,
LEV-2024-001647,PREN-1098,KUND-05097,2024-06-03,,,,Vegetarisk,Standard,4,2024-W45,2024-11-05,,679,Levererad,Grönsaksgratäng,Svamprisotto,Pasta med pesto och mozarella,,,
LEV-2024-001648,PREN-1102,KUND-05101,2024-11-01,,,,Snabb & Enkel,Standard,4,2024-W45,2024-11-05,21538,659,Levererad,Ramen-nudlar,Wrap med kyckling,Snabb tomatsoppa,,,
LEV-2024-001649,PREN-1103,KUND-05102,2024-09-22,,,,Familj,Laktosfri,4,2024-W45,2024-11-06,10190,749 kr,Delivered,Tacos,Köttbullar med makaroner,Pizza med färskost,"Sådär. Några recept var bra, andra inte.",2024-11-11,3
LEV-2024-001650,PREN-1107,KUND-05106,2024-11-04,,,,Familj,Standard,6,2024-W45,2024-11-05,10825,SEK 919,Levererad,Korv stroganoff,Köttbullar med makaroner,Tacos,Bästa matkassen vi testat. Rekommenderas!,2024-11-10,5
LEV-2024-001651,PREN-1109,KUND-05108,2024-09-05,2024-10-10,2024-10-21,,Klassisk,Standard,4,2024-W45,2024-11-04,60493,699,Levererad,Laxfile med potatismos,Panerad fisk med remouladsås,Köttfärssås med pasta,,,
LEV-2024-001652,PREN-1110,KUND-05109,2024-08-06,,,,Klassisk,N/A,4,2024-W45,2024-11-05,11595,699,Levererad,Kyckling Tikka Masala,Pasta Carbonara,Panerad fisk med remouladsås,Perfekta portionsstorlekar och fräscha ingredienser.,2024-11-09,5
LEV-2024-001653,PREN-1112,KUND-05111,2024-09-25,,,,Klassisk,N/A,6,2024-W45,2024-11-06,50197,899,Levererad,Laxfile med potatismos,Panerad fisk med remouladsås,Köttfärssås med pasta,,,
LEV-2024-001654,PREN-1113,KUND-05112,2024-09-14,,,,Klassisk,Standard,2,2024-W45,2024-11-04,10721,499,Levererad,Panerad fisk med remouladsås,Köttfärssås med pasta,Kycklinggryta med ris,,,
LEV-2024-001655,PREN-1114,KUND-05113,2024-04-07,,,,Klassisk,Standard,6,2024-W45,2024-11-04,41318,899,Levererad,Kyckling Tikka Masala,Laxfile med potatismos,Fläskfilé med gräddsås,,,
LEV-2024-001656,PREN-1115,KUND-05114,2024-10-27,,,2024-12-08,Snabb & Enkel,Inga,2,2024-W45,2024-11-06,60045,459,Levererad,15-minuters wok,Ramen-nudlar,Snabb tomatsoppa,,,
LEV-2024-001657,PREN-1116,KUND-05115,2024-10-23,,,,Klassisk,Standard,2,2024-W45,2024-11-04,10385,499,Levererad,Pasta Carbonara,Laxfile med potatismos,Kyckling Tikka Masala,Enkel att laga och gott resultat. Sparar tid i vardagen!,2024-11-08,4
LEV-2024-001658,PREN-1117,KUND-05116,2024-08-14,,,,Klassisk,Standard,4,45,2024-11-04,11923,699,Levererad,Panerad fisk med remouladsås,Fläskfilé med gräddsås,Köttfärssås med pasta,,,
LEV-2024-001659,PREN-1118,KUND-05117,2024-09-06,,,,KLASSISK,Laktosfri,6,2024-W45,2024-11-06,20792,929,Levererad,Fläskfilé med gräddsås,Pasta Carbonara,Kyckling Tikka Masala,"Bra vissa veckor, sämre andra. Ojämnt.",2024-11-11,3
LEV-2024-001660,PREN-1119,KUND-05118,2024-11-04,,,,Klassisk,N/A,4,2024-W45,2024-11-04,60120,699,Levererad,Biff med bearnaise,Kycklinggryta med ris,Fläskfilé med gräddsås,,,
LEV-2024-001661,PREN-1121,KUND-05120,2024-09-16,,,,Familj,Laktosfri,6,2024-W45,2024-11-05,10739,949,Levererad,Korv stroganoff,Pizza med färskost,Köttbullar med makaroner,,,
LEV-2024-001662,PREN-1126,KUND-05125,2024-11-04,,,,vegetarisk,unknown,4,2024-W45,2024-11-04,40813,709,Levererad,Falafel med hummus,Svamprisotto,Grönsaksgratäng,,,
LEV-2024-001663,PREN-1127,KUND-05126,2024-09-26,,,2024-11-21,Klassisk,Standard,4,2024-W45,2024-11-04,,699,Levererad,Panerad fisk med remouladsås,Köttfärssås med pasta,Fläskfilé med gräddsås,,,
LEV-2024-001664,PREN-1128,KUND-05127,2024-04-19,,,,Classic,Standard,2,2024-W45,2024-11-05,41358,499,Levererad,Kyckling Tikka Masala,Panerad fisk med remouladsås,Fläskfilé med gräddsås,Barnen älskade Panerad fisk med remouladsås. Kommer definitivt beställa igen!,2024-11-08,4
LEV-2024-001665,PREN-1129,KUND-05128,2024-10-17,,,,Snabb & Enkel,Standard,6,2024-W45,2024-11-04,10916,859,Levererad,Toast med avokado och ägg,Snabb pasta pesto,15-minuters wok,,,
LEV-2024-001666,PREN-1130,KUND-05129,2024-09-18,,,,Klassisk,Standard,4,2024-W45,2024-11-06,10824,699,Levererad,Panerad fisk med remouladsås,Laxfile med potatismos,Kyckling Tikka Masala,,,
LEV-2024-001667,PREN-1131,KUND-05130,2024-08-14,,,,Familj,Standard,4,2024-W45,2024-11-04,21036,719,Levererad,Chicken nuggets-sallad,Barnens favorit-pasta,Korv stroganoff,,,
LEV-2024-001668,PREN-1133,KUND-05132,2024-10-25,,,,Klassisk,Standard,fyra,2024-W45,2024-11-04,SE-117 19,699,Levererad,Fläskfilé med gräddsås,Kycklinggryta med ris,Kyckling Tikka Masala,Goda recept denna vecka! Speciellt Kyckling Tikka Masala.,2024-11-09,4
LEV-2024-001669,PREN-1134,KUND-05133,2024-08-26,,,,Klassisk,Standard,2,2024-W45,2024-11-05,11531,499,Levererad,Pasta Carbonara,Panerad fisk med remouladsås,Kycklinggryta med ris,,,
LEV-2024-001670,PREN-1137,KUND-05136,2024-05-09,,,,Klassisk,standard,2,2024-W45,2024-11-05,21132,499,Missad,Panerad fisk med remouladsås,Pasta Carbonara,Laxfile med potatismos,,,
LEV-2024-001671,PREN-1138,KUND-05137,2024-08-28,,,,Klassisk,Nötfri,4,2024-W45,2024-11-06,40951,719,Levererad,Kycklinggryta med ris,Laxfile med potatismos,Fläskfilé med gräddsås,Bästa matkassen vi testat. Rekommenderas!,2024-11-08,5
LEV-2024-001672,PREN-1140,KUND-05139,2024-09-06,,,,Veg,Standard,4,2024-W45,2024-11-05,70067,"679,00",Levererad,Pasta med pesto och mozarella,Svamprisotto,Grönsaksgratäng,Gott men för lite grönsaker i familjevarianten.,2024-11-12,3
LEV-2024-001673,PREN-1143,KUND-05142,2024-09-22,,,,Classic,Standard,6,vecka 45,2024-11-05,70929,SEK 899,Missad,Biff med bearnaise,Köttfärssås med pasta,Panerad fisk med remouladsås,Inget paket denna vecka trots att jag betalat.,2024-11-08,1
LEV-2024-001674,PREN-1144,KUND-05143,2024-05-08,,,,Snabb & Enkel,Standard,4,2024-W45,2024-11-04,40286,659,Levererad,Quesadillas,15-minuters wok,Sallad med räkor,,,
LEV-2024-001675,PREN-1145,KUND-05144,2024-06-25,,,,Familj,Standard,6,2024-W45,2024-11-04,41821,919,Levererad,Pizza med färskost,Fiskpinnar med potatismos,Korv stroganoff,,,
LEV-2024-001676,PREN-1146,KUND-05145,2024-07-03,,,,Klassisk,Fläskfri,0,2024-W45,2024-11-04,S-41338,499,Levererad,Kycklinggryta med ris,Kyckling Tikka Masala,Pasta Carbonara,Barnen älskade Kycklinggryta med ris. Kommer definitivt beställa igen!,2024-11-06,5
LEV-2024-001677,PREN-1148,KUND-05147,2024-09-26,,,,Familj,LF,4,2024-W45,2024-11-04,11656,749,Levererad,Pizza med färskost,Fiskpinnar med potatismos,Korv stroganoff,Snabb leverans och allt var fräscht.,2024-11-11,4
LEV-2024-001678,PREN-1149,KUND-05148,2024-07-24,,,,VEGETARISK,Laktosfri,4,2024-W45,2024-11-05,10349,709,Levererad,Vegetarisk lasagne,Thai-curry med tofu,Halloumisallad,Perfekta portionsstorlekar och fräscha ingredienser.,2024-11-07,5
LEV-2024-001679,PREN-1155,KUND-05154,2024-10-31,,,2024-12-26,Klassisk,Laktosfri,4,2024-W45,2024-11-05,10112,729:-,Levererad,Köttfärssås med pasta,Kycklinggryta med ris,Pasta Carbonara,,,
LEV-2024-001680,PREN-1156,KUND-05155,2024-07-19,,,,Klassisk,Standard,2,2024-W45,2024-11-05,10691,499,Levererad,Köttfärssås med pasta,Kyckling Tikka Masala,Kycklinggryta med ris,,,
LEV-2024-001681,PREN-1157,KUND-05156,2024-08-17,,,,Klassisk,standard,2,2024-W45,2024-11-05,10610,499,LEVERERAD,Laxfile med potatismos,Köttfärssås med pasta,Kyckling Tikka Masala,,,
LEV-2024-001682,PREN-1158,KUND-05157,2024-09-19,,,,Familj,Standard,4,2024-W45,2024-11-06,70874,719,Missad,Barnens favorit-pasta,Tacos,Köttbullar med makaroner,Missad leverans IGEN. Funderar på att avsluta.,2024-11-07,1
LEV-2024-001683,PREN-1159,KUND-05158,2024-04-07,,,,Klassisk,Standard,4,2024-W45,2024-11-05,80412,699,Levererad,Köttfärssås med pasta,Panerad fisk med remouladsås,Pasta Carbonara,,,
LEV-2024-001684,PREN-1160,KUND-05159,2024-04-28,,,,Familj,LF,4,2024-W45,2024-11-04,10853,749,levererad,Pizza med färskost,Fiskpinnar med potatismos,Köttbullar med makaroner,Bästa matkassen vi testat. Rekommenderas!,2024-11-08,5
LEV-2024-001685,PREN-1164,KUND-05163,2024-07-09,,,,Klassisk,Inga,4,2024-W45,2024-11-06,11844,699,Levererad,Köttfärssås med pasta,Kyckling Tikka Masala,Laxfile med potatismos,,,
LEV-2024-001686,PREN-1165,KUND-05164,2024-04-22,,,,Klassisk,Fläskfri,2,2024-W45,2024-11-06,10120,499,Levererad,Pasta Carbonara,Panerad fisk med remouladsås,Biff med bearnaise,Snabb leverans och allt var fräscht.,2024-11-10,4
LEV-2024-001687,PREN-1167,KUND-05166,2024-04-09,,,,Klassisk,Standard,4,2024-W45,2024-11-04,10140,699:-,Levererad,Biff med bearnaise,Pasta Carbonara,Panerad fisk med remouladsås,,,
LEV-2024-001688,PREN-1168,KUND-05167,2024-08-25,,,,Klassisk,Normal,4,2024-W45,2024-11-06,11719,699,Levererad,Kycklinggryta med ris,Laxfile med potatismos,Fläskfilé med gräddsås,,,
LEV-2024-001689,PREN-1169,KUND-05168,2024-07-12,,,,Klassisk,Standard,6,2024-W45,2024-11-05,10273,"899,00",Levererad,Kycklinggryta med ris,Fläskfilé med gräddsås,Laxfile med potatismos,,,
LEV-2024-001690,PREN-1170,KUND-05169,2024-05-02,,,,Klassisk,Standard,4,2024-W45,2024-11-05,90498,699,Levererad,Kyckling Tikka Masala,Laxfile med potatismos,Köttfärssås med pasta,Bra variation och tydliga instruktioner.,2024-11-11,4
LEV-2024-001691,PREN-1172,KUND-05171,2024-07-03,,,,Vegetarisk,Standard,2,2024-W45,2024-11-04,10713,479,Levererad,Falafel med hummus,Halloumisallad,Vegansk burrito bowl,,,
LEV-2024-001692,PREN-1174,KUND-05173,2024-04-20,,,,Klassisk,Standard,2,2024-W45,2024-11-05,S-60891,"499,00",Levererad,Biff med bearnaise,Köttfärssås med pasta,Kyckling Tikka Masala,,,
LEV-2024-001693,PREN-1175,KUND-05174,2024-10-31,,,,Klassisk,Standard,2,2024-W45,2024-11-04,10354,499,Levererad,Biff med bearnaise,Köttfärssås med pasta,Pasta Carbonara,,,
LEV-2024-001694,PREN-1176,KUND-05175,2024-04-22,,,,klassisk,Standard,4,W45-2024,2024-11-05,10488,699,Levererad,Laxfile med potatismos,Köttfärssås med pasta,Kyckling Tikka Masala,Perfekta portionsstorlekar och fräscha ingredienser.,2024-11-11,4
LEV-2024-001695,PREN-1177,KUND-05176,2024-09-17,,,2024-11-05,Vegetarisk,Nötfri,2,2024-W45,2024-11-04,60013,499,Levererad,Halloumisallad,Svamprisotto,Grönsaksgratäng,Priset är högt men sparar tid. På gränsen.,2024-11-06,3
LEV-2024-001696,PREN-1178,KUND-05177,2024-06-08,,,,Familj,Laktosfri,4,2024-W45,2024-11-05,407 90,749,Levererad,Korv stroganoff,Fiskpinnar med potatismos,Chicken nuggets-sallad,Överraskad över hur gott det blev! Ny favoriträtt.,2024-11-10,4
LEV-2024-001697,PREN-1179,KUND-05178,2024-06-03,,,,Familj,N/A,4,2024-W45,2024-11-04,10030,719,Levererad,Barnens favorit-pasta,Pannkakor med sylt,Chicken nuggets-sallad,Snabb leverans och allt var fräscht.,2024-11-10,5
LEV-2024-001698,PREN-1185,KUND-05184,2024-10-14,,,2024-11-18,KLASSISK,Standard,2,2024-W45,2024-11-05,21580,499,Levererad,Biff med bearnaise,Köttfärssås med pasta,Pasta Carbonara,,,
LEV-2024-001699,PREN-1186,KUND-05185,2024-10-14,,,,Vegetarisk,Glutenfri,4,2024-W45,2024-11-06,21222,729,Levererad,Thai-curry med tofu,Vegansk burrito bowl,Pasta med pesto och mozarella,,,
LEV-2024-001700,PREN-1189,KUND-05188,2024-08-31,,,,Klassisk,Glutenfri,4,2024-W45,2024-11-04,40470,749,Levererad,Panerad fisk med remouladsås,Kyckling Tikka Masala,Laxfile med potatismos,,,
LEV-2024-001701,PREN-1190,KUND-05189,2024-09-21,,,,klassisk,Normal,2,2024-W45,2024-11-04,60086,"499,00",Levererad,Kyckling Tikka Masala,Pasta Carbonara,Biff med bearnaise,,,
LEV-2024-001702,PREN-1191,KUND-05190,2024-10-17,,,,Veg,Standard,2,2024-W45,2024-11-05,20890,479,levererad,Vegansk burrito bowl,Pasta med pesto och mozarella,Vegetarisk lasagne,,,
LEV-2024-001703,PREN-1192,KUND-05191,2024-10-29,,,,Familj,Standard,6,2024-W45,2024-11-05,10066,919,OK,Chicken nuggets-sallad,Fiskpinnar med potatismos,Pannkakor med sylt,,,
LEV-2024-001704,PREN-1193,KUND-05192,2024-07-16,,,,Vegetarisk,standard,4,2024-W45,2024-11-06,50027,679,Levererad,Svamprisotto,Vegetarisk lasagne,Falafel med hummus,,,
LEV-2024-001705,PREN-1194,KUND-05193,2024-09-18,,,,Vegetarisk,Standard,sex,2024-W45,2024-11-06,20853,879,Ej levererad,Svamprisotto,Vegansk burrito bowl,Thai-curry med tofu,"Var är min matkasse?! Ingen info, ingen leverans.",2024-11-09,1
